,Dialogue,Model,Summary,origin,Annotations,Reference_Summary
155,"[""Kirsten: Youth group this Friday, don't be late."", 'Alex: What time?', ""Kirsten: 7 pm. We're going bowling, so we'll meet up and then all go together."", 'Alex: Cool. See you.', 'Kirsten: Bye']",gpt3_finetune,Charles will probably arrive at the train station Vesinet at 5:30 pm. Natacha will pick him up.,SAMSum,"{'Charles will probably arrive at the train station Vesinet at 5:30 pm.': [('at 5:30 pm', 'intrinsic', 'CirE')]}",Kirsten reminds Alex that the youth group meets this Friday at 7 pm and go bowling.
156,"[""Kirsten: Youth group this Friday, don't be late."", 'Alex: What time?', ""Kirsten: 7 pm. We're going bowling, so we'll meet up and then all go together."", 'Alex: Cool. See you.', 'Kirsten: Bye']",pegasus,Natacha will pick Charles up at the RER at 5:30 pm. Charles will be at the station Vesinet at 5:30 pm. Charles will call Natacha when he arrives.,SAMSum,"{'Natacha will pick Charles up at the RER at 5:30 pm.': [('5:30 pm', 'intrinsic', 'CirE')], 'Charles will be at the station Vesinet at 5:30 pm.': [('Vesinet', 'intrinsic', 'CirE')]}",Kirsten reminds Alex that the youth group meets this Friday at 7 pm and go bowling.
157,"[""Kirsten: Youth group this Friday, don't be late."", 'Alex: What time?', ""Kirsten: 7 pm. We're going bowling, so we'll meet up and then all go together."", 'Alex: Cool. See you.', 'Kirsten: Bye']",structure_aware_bart,Natacha will pick Charles up at the RER at 5:30 pm.,SAMSum,"{'Natacha will pick Charles up at the RER at 5:30 pm.': [('at 5:30 pm', 'intrinsic', 'CirE')]}",Kirsten reminds Alex that the youth group meets this Friday at 7 pm and go bowling.
158,"[""Kirsten: Youth group this Friday, don't be late."", 'Alex: What time?', ""Kirsten: 7 pm. We're going bowling, so we'll meet up and then all go together."", 'Alex: Cool. See you.', 'Kirsten: Bye']",condigsum,Natacha will pick Charles up at the RER station Vesinet at 5:30 pm.,SAMSum,"{'Natacha will pick Charles up at the RER station Vesinet at 5:30 pm.': [('the RER station Vesinet', 'intrinsic', 'CirE')]}",Kirsten reminds Alex that the youth group meets this Friday at 7 pm and go bowling.
159,"[""Kirsten: Youth group this Friday, don't be late."", 'Alex: What time?', ""Kirsten: 7 pm. We're going bowling, so we'll meet up and then all go together."", 'Alex: Cool. See you.', 'Kirsten: Bye']",bart,Natacha will pick Charles up at the station Vesinet at 5:30 pm.,SAMSum,"{'Natacha will pick Charles up at the station Vesinet at 5:30 pm.': [('Vesinet', 'intrinsic', 'CirE')]}",Kirsten reminds Alex that the youth group meets this Friday at 7 pm and go bowling.
160,"['Luke: Hey sis, send me the pic of the parrot you painted yesterday?', 'Gina: <file_photo>', 'Gina: If you want better quality I need to send you PDF file.', ""Luke: It's ok. This parrot looks fantastic!!! I can't believe you've discovered your talent so late!"", 'Gina: Haha thanks? <file_other> Catch a PDF.', 'Luke: Thanks!']",gpt3_finetune,Charles will probably arrive at the train station Vesinet at 5:30 pm. Natacha will pick him up.,SAMSum,"{'Charles will probably arrive at the train station Vesinet at 5:30 pm.': [('at 5:30 pm', 'intrinsic', 'CirE')]}",Luke is amazed by Gina's talent for painting. Gina sent Luke a PDF file with a picture of the parrot she painted yesterday.
161,"['Luke: Hey sis, send me the pic of the parrot you painted yesterday?', 'Gina: <file_photo>', 'Gina: If you want better quality I need to send you PDF file.', ""Luke: It's ok. This parrot looks fantastic!!! I can't believe you've discovered your talent so late!"", 'Gina: Haha thanks? <file_other> Catch a PDF.', 'Luke: Thanks!']",pegasus,Natacha will pick Charles up at the RER at 5:30 pm. Charles will be at the station Vesinet at 5:30 pm. Charles will call Natacha when he arrives.,SAMSum,"{'Natacha will pick Charles up at the RER at 5:30 pm.': [('5:30 pm', 'intrinsic', 'CirE')], 'Charles will be at the station Vesinet at 5:30 pm.': [('Vesinet', 'intrinsic', 'CirE')]}",Luke is amazed by Gina's talent for painting. Gina sent Luke a PDF file with a picture of the parrot she painted yesterday.
162,"['Luke: Hey sis, send me the pic of the parrot you painted yesterday?', 'Gina: <file_photo>', 'Gina: If you want better quality I need to send you PDF file.', ""Luke: It's ok. This parrot looks fantastic!!! I can't believe you've discovered your talent so late!"", 'Gina: Haha thanks? <file_other> Catch a PDF.', 'Luke: Thanks!']",structure_aware_bart,Natacha will pick Charles up at the RER at 5:30 pm.,SAMSum,"{'Natacha will pick Charles up at the RER at 5:30 pm.': [('at 5:30 pm', 'intrinsic', 'CirE')]}",Luke is amazed by Gina's talent for painting. Gina sent Luke a PDF file with a picture of the parrot she painted yesterday.
163,"['Luke: Hey sis, send me the pic of the parrot you painted yesterday?', 'Gina: <file_photo>', 'Gina: If you want better quality I need to send you PDF file.', ""Luke: It's ok. This parrot looks fantastic!!! I can't believe you've discovered your talent so late!"", 'Gina: Haha thanks? <file_other> Catch a PDF.', 'Luke: Thanks!']",condigsum,Natacha will pick Charles up at the RER station Vesinet at 5:30 pm.,SAMSum,"{'Natacha will pick Charles up at the RER station Vesinet at 5:30 pm.': [('the RER station Vesinet', 'intrinsic', 'CirE')]}",Luke is amazed by Gina's talent for painting. Gina sent Luke a PDF file with a picture of the parrot she painted yesterday.
164,"['Luke: Hey sis, send me the pic of the parrot you painted yesterday?', 'Gina: <file_photo>', 'Gina: If you want better quality I need to send you PDF file.', ""Luke: It's ok. This parrot looks fantastic!!! I can't believe you've discovered your talent so late!"", 'Gina: Haha thanks? <file_other> Catch a PDF.', 'Luke: Thanks!']",bart,Natacha will pick Charles up at the station Vesinet at 5:30 pm.,SAMSum,"{'Natacha will pick Charles up at the station Vesinet at 5:30 pm.': [('Vesinet', 'intrinsic', 'CirE')]}",Luke is amazed by Gina's talent for painting. Gina sent Luke a PDF file with a picture of the parrot she painted yesterday.
165,"['Thelma: i dont have anything to wear', 'Louisa: your wardrobe is full of clothes', 'Thelma: but i have to look wonderful', 'Louisa: ok i can bring you my red velvet dress', 'Thelma: really? :O', 'Thelma: it would be great!', 'Louisa: no problem ;)']",gpt3_finetune,Charles will probably arrive at the train station Vesinet at 5:30 pm. Natacha will pick him up.,SAMSum,"{'Charles will probably arrive at the train station Vesinet at 5:30 pm.': [('at 5:30 pm', 'intrinsic', 'CirE')]}",Louisa will lend Thelma her red velvet dress.
166,"['Thelma: i dont have anything to wear', 'Louisa: your wardrobe is full of clothes', 'Thelma: but i have to look wonderful', 'Louisa: ok i can bring you my red velvet dress', 'Thelma: really? :O', 'Thelma: it would be great!', 'Louisa: no problem ;)']",pegasus,Natacha will pick Charles up at the RER at 5:30 pm. Charles will be at the station Vesinet at 5:30 pm. Charles will call Natacha when he arrives.,SAMSum,"{'Natacha will pick Charles up at the RER at 5:30 pm.': [('5:30 pm', 'intrinsic', 'CirE')], 'Charles will be at the station Vesinet at 5:30 pm.': [('Vesinet', 'intrinsic', 'CirE')]}",Louisa will lend Thelma her red velvet dress.
167,"['Thelma: i dont have anything to wear', 'Louisa: your wardrobe is full of clothes', 'Thelma: but i have to look wonderful', 'Louisa: ok i can bring you my red velvet dress', 'Thelma: really? :O', 'Thelma: it would be great!', 'Louisa: no problem ;)']",structure_aware_bart,Natacha will pick Charles up at the RER at 5:30 pm.,SAMSum,"{'Natacha will pick Charles up at the RER at 5:30 pm.': [('at 5:30 pm', 'intrinsic', 'CirE')]}",Louisa will lend Thelma her red velvet dress.
168,"['Thelma: i dont have anything to wear', 'Louisa: your wardrobe is full of clothes', 'Thelma: but i have to look wonderful', 'Louisa: ok i can bring you my red velvet dress', 'Thelma: really? :O', 'Thelma: it would be great!', 'Louisa: no problem ;)']",condigsum,Natacha will pick Charles up at the RER station Vesinet at 5:30 pm.,SAMSum,"{'Natacha will pick Charles up at the RER station Vesinet at 5:30 pm.': [('the RER station Vesinet', 'intrinsic', 'CirE')]}",Louisa will lend Thelma her red velvet dress.
169,"['Thelma: i dont have anything to wear', 'Louisa: your wardrobe is full of clothes', 'Thelma: but i have to look wonderful', 'Louisa: ok i can bring you my red velvet dress', 'Thelma: really? :O', 'Thelma: it would be great!', 'Louisa: no problem ;)']",bart,Natacha will pick Charles up at the station Vesinet at 5:30 pm.,SAMSum,"{'Natacha will pick Charles up at the station Vesinet at 5:30 pm.': [('Vesinet', 'intrinsic', 'CirE')]}",Louisa will lend Thelma her red velvet dress.
170,"['Lenny: Babe, can you help me with something?', ""Bob: Sure, what's up?"", 'Lenny: Which one should I pick?', 'Bob: Send me photos', 'Lenny:  <file_photo>', 'Lenny:  <file_photo>', 'Lenny:  <file_photo>', 'Bob: I like the first ones best', 'Lenny: But I already have purple trousers. Does it make sense to have two pairs?', 'Bob: I have four black pairs :D :D', ""Lenny: yeah, but shouldn't I pick a different color?"", ""Bob: what matters is what you'll give you the most outfit options"", ""Lenny: So I guess I'll buy the first or the third pair then"", 'Bob: Pick the best quality then', 'Lenny: ur right, thx', 'Bob: no prob :)']",gpt3_finetune,Charles will probably arrive at the train station Vesinet at 5:30 pm. Natacha will pick him up.,SAMSum,"{'Charles will probably arrive at the train station Vesinet at 5:30 pm.': [('at 5:30 pm', 'intrinsic', 'CirE')]}",Lenny can't decide which trousers to buy. Bob advised Lenny on that topic. Lenny goes with Bob's advice to pick the trousers that are of best quality.
171,"['Lenny: Babe, can you help me with something?', ""Bob: Sure, what's up?"", 'Lenny: Which one should I pick?', 'Bob: Send me photos', 'Lenny:  <file_photo>', 'Lenny:  <file_photo>', 'Lenny:  <file_photo>', 'Bob: I like the first ones best', 'Lenny: But I already have purple trousers. Does it make sense to have two pairs?', 'Bob: I have four black pairs :D :D', ""Lenny: yeah, but shouldn't I pick a different color?"", ""Bob: what matters is what you'll give you the most outfit options"", ""Lenny: So I guess I'll buy the first or the third pair then"", 'Bob: Pick the best quality then', 'Lenny: ur right, thx', 'Bob: no prob :)']",pegasus,Natacha will pick Charles up at the RER at 5:30 pm. Charles will be at the station Vesinet at 5:30 pm. Charles will call Natacha when he arrives.,SAMSum,"{'Natacha will pick Charles up at the RER at 5:30 pm.': [('5:30 pm', 'intrinsic', 'CirE')], 'Charles will be at the station Vesinet at 5:30 pm.': [('Vesinet', 'intrinsic', 'CirE')]}",Lenny can't decide which trousers to buy. Bob advised Lenny on that topic. Lenny goes with Bob's advice to pick the trousers that are of best quality.
172,"['Lenny: Babe, can you help me with something?', ""Bob: Sure, what's up?"", 'Lenny: Which one should I pick?', 'Bob: Send me photos', 'Lenny:  <file_photo>', 'Lenny:  <file_photo>', 'Lenny:  <file_photo>', 'Bob: I like the first ones best', 'Lenny: But I already have purple trousers. Does it make sense to have two pairs?', 'Bob: I have four black pairs :D :D', ""Lenny: yeah, but shouldn't I pick a different color?"", ""Bob: what matters is what you'll give you the most outfit options"", ""Lenny: So I guess I'll buy the first or the third pair then"", 'Bob: Pick the best quality then', 'Lenny: ur right, thx', 'Bob: no prob :)']",structure_aware_bart,Natacha will pick Charles up at the RER at 5:30 pm.,SAMSum,"{'Natacha will pick Charles up at the RER at 5:30 pm.': [('at 5:30 pm', 'intrinsic', 'CirE')]}",Lenny can't decide which trousers to buy. Bob advised Lenny on that topic. Lenny goes with Bob's advice to pick the trousers that are of best quality.
173,"['Lenny: Babe, can you help me with something?', ""Bob: Sure, what's up?"", 'Lenny: Which one should I pick?', 'Bob: Send me photos', 'Lenny:  <file_photo>', 'Lenny:  <file_photo>', 'Lenny:  <file_photo>', 'Bob: I like the first ones best', 'Lenny: But I already have purple trousers. Does it make sense to have two pairs?', 'Bob: I have four black pairs :D :D', ""Lenny: yeah, but shouldn't I pick a different color?"", ""Bob: what matters is what you'll give you the most outfit options"", ""Lenny: So I guess I'll buy the first or the third pair then"", 'Bob: Pick the best quality then', 'Lenny: ur right, thx', 'Bob: no prob :)']",condigsum,Natacha will pick Charles up at the RER station Vesinet at 5:30 pm.,SAMSum,"{'Natacha will pick Charles up at the RER station Vesinet at 5:30 pm.': [('the RER station Vesinet', 'intrinsic', 'CirE')]}",Lenny can't decide which trousers to buy. Bob advised Lenny on that topic. Lenny goes with Bob's advice to pick the trousers that are of best quality.
174,"['Lenny: Babe, can you help me with something?', ""Bob: Sure, what's up?"", 'Lenny: Which one should I pick?', 'Bob: Send me photos', 'Lenny:  <file_photo>', 'Lenny:  <file_photo>', 'Lenny:  <file_photo>', 'Bob: I like the first ones best', 'Lenny: But I already have purple trousers. Does it make sense to have two pairs?', 'Bob: I have four black pairs :D :D', ""Lenny: yeah, but shouldn't I pick a different color?"", ""Bob: what matters is what you'll give you the most outfit options"", ""Lenny: So I guess I'll buy the first or the third pair then"", 'Bob: Pick the best quality then', 'Lenny: ur right, thx', 'Bob: no prob :)']",bart,Natacha will pick Charles up at the station Vesinet at 5:30 pm.,SAMSum,"{'Natacha will pick Charles up at the station Vesinet at 5:30 pm.': [('Vesinet', 'intrinsic', 'CirE')]}",Lenny can't decide which trousers to buy. Bob advised Lenny on that topic. Lenny goes with Bob's advice to pick the trousers that are of best quality.
175,"['Don: Hi Cindy. Have you made all arrangements?', ""Cindy: It's about today's meeting or your trip next week?"", 'Don: Both, I suppose:)', 'Cindy: You have meeting with management board today at 2 pm.', 'Don: Where did you set it up?', 'Cindy: In our conference room.', 'Cindy: Catering will bring some tea, coffee and snacks.', ""Don: That's good."", 'Don: Did everybody got the agenda?', 'Cindy: Yep.', 'Don: How did Andy react when he saw it?', ""Cindy: Can't say, really. Not sure if he even read it."", ""Don: That's Andy all right."", 'Don: And how about the trip.', ""Cindy: I've got your plane tickets and booked the hotel."", 'Don: Which one?', 'Cindy: Hilton, as usual.', 'Don: Perfect:=)', ""Cindy: But nobody is gonna pick you up at the airport. You'll have to get a cab."", 'Don: I think, I can manage that;=)', ""Don: Good job, Cindy. No idea, where I'd be without you.""]",gpt3_finetune,Charles will probably arrive at the train station Vesinet at 5:30 pm. Natacha will pick him up.,SAMSum,"{'Charles will probably arrive at the train station Vesinet at 5:30 pm.': [('at 5:30 pm', 'intrinsic', 'CirE')]}",Cindy has made arrangements for today's meeting at 2 pm in the conference room. She also organised flights and hotel for next week's trip. Don is appreciative. 
176,"['Don: Hi Cindy. Have you made all arrangements?', ""Cindy: It's about today's meeting or your trip next week?"", 'Don: Both, I suppose:)', 'Cindy: You have meeting with management board today at 2 pm.', 'Don: Where did you set it up?', 'Cindy: In our conference room.', 'Cindy: Catering will bring some tea, coffee and snacks.', ""Don: That's good."", 'Don: Did everybody got the agenda?', 'Cindy: Yep.', 'Don: How did Andy react when he saw it?', ""Cindy: Can't say, really. Not sure if he even read it."", ""Don: That's Andy all right."", 'Don: And how about the trip.', ""Cindy: I've got your plane tickets and booked the hotel."", 'Don: Which one?', 'Cindy: Hilton, as usual.', 'Don: Perfect:=)', ""Cindy: But nobody is gonna pick you up at the airport. You'll have to get a cab."", 'Don: I think, I can manage that;=)', ""Don: Good job, Cindy. No idea, where I'd be without you.""]",pegasus,Natacha will pick Charles up at the RER at 5:30 pm. Charles will be at the station Vesinet at 5:30 pm. Charles will call Natacha when he arrives.,SAMSum,"{'Natacha will pick Charles up at the RER at 5:30 pm.': [('5:30 pm', 'intrinsic', 'CirE')], 'Charles will be at the station Vesinet at 5:30 pm.': [('Vesinet', 'intrinsic', 'CirE')]}",Cindy has made arrangements for today's meeting at 2 pm in the conference room. She also organised flights and hotel for next week's trip. Don is appreciative. 
177,"['Don: Hi Cindy. Have you made all arrangements?', ""Cindy: It's about today's meeting or your trip next week?"", 'Don: Both, I suppose:)', 'Cindy: You have meeting with management board today at 2 pm.', 'Don: Where did you set it up?', 'Cindy: In our conference room.', 'Cindy: Catering will bring some tea, coffee and snacks.', ""Don: That's good."", 'Don: Did everybody got the agenda?', 'Cindy: Yep.', 'Don: How did Andy react when he saw it?', ""Cindy: Can't say, really. Not sure if he even read it."", ""Don: That's Andy all right."", 'Don: And how about the trip.', ""Cindy: I've got your plane tickets and booked the hotel."", 'Don: Which one?', 'Cindy: Hilton, as usual.', 'Don: Perfect:=)', ""Cindy: But nobody is gonna pick you up at the airport. You'll have to get a cab."", 'Don: I think, I can manage that;=)', ""Don: Good job, Cindy. No idea, where I'd be without you.""]",structure_aware_bart,Natacha will pick Charles up at the RER at 5:30 pm.,SAMSum,"{'Natacha will pick Charles up at the RER at 5:30 pm.': [('at 5:30 pm', 'intrinsic', 'CirE')]}",Cindy has made arrangements for today's meeting at 2 pm in the conference room. She also organised flights and hotel for next week's trip. Don is appreciative. 
178,"['Don: Hi Cindy. Have you made all arrangements?', ""Cindy: It's about today's meeting or your trip next week?"", 'Don: Both, I suppose:)', 'Cindy: You have meeting with management board today at 2 pm.', 'Don: Where did you set it up?', 'Cindy: In our conference room.', 'Cindy: Catering will bring some tea, coffee and snacks.', ""Don: That's good."", 'Don: Did everybody got the agenda?', 'Cindy: Yep.', 'Don: How did Andy react when he saw it?', ""Cindy: Can't say, really. Not sure if he even read it."", ""Don: That's Andy all right."", 'Don: And how about the trip.', ""Cindy: I've got your plane tickets and booked the hotel."", 'Don: Which one?', 'Cindy: Hilton, as usual.', 'Don: Perfect:=)', ""Cindy: But nobody is gonna pick you up at the airport. You'll have to get a cab."", 'Don: I think, I can manage that;=)', ""Don: Good job, Cindy. No idea, where I'd be without you.""]",condigsum,Natacha will pick Charles up at the RER station Vesinet at 5:30 pm.,SAMSum,"{'Natacha will pick Charles up at the RER station Vesinet at 5:30 pm.': [('the RER station Vesinet', 'intrinsic', 'CirE')]}",Cindy has made arrangements for today's meeting at 2 pm in the conference room. She also organised flights and hotel for next week's trip. Don is appreciative. 
179,"['Don: Hi Cindy. Have you made all arrangements?', ""Cindy: It's about today's meeting or your trip next week?"", 'Don: Both, I suppose:)', 'Cindy: You have meeting with management board today at 2 pm.', 'Don: Where did you set it up?', 'Cindy: In our conference room.', 'Cindy: Catering will bring some tea, coffee and snacks.', ""Don: That's good."", 'Don: Did everybody got the agenda?', 'Cindy: Yep.', 'Don: How did Andy react when he saw it?', ""Cindy: Can't say, really. Not sure if he even read it."", ""Don: That's Andy all right."", 'Don: And how about the trip.', ""Cindy: I've got your plane tickets and booked the hotel."", 'Don: Which one?', 'Cindy: Hilton, as usual.', 'Don: Perfect:=)', ""Cindy: But nobody is gonna pick you up at the airport. You'll have to get a cab."", 'Don: I think, I can manage that;=)', ""Don: Good job, Cindy. No idea, where I'd be without you.""]",bart,Natacha will pick Charles up at the station Vesinet at 5:30 pm.,SAMSum,"{'Natacha will pick Charles up at the station Vesinet at 5:30 pm.': [('Vesinet', 'intrinsic', 'CirE')]}",Cindy has made arrangements for today's meeting at 2 pm in the conference room. She also organised flights and hotel for next week's trip. Don is appreciative. 
180,"[""Lee: I'm scared and confused. The digital wizard client manager who normally wears only hoodies, just put on a proper dress shirt and a suit jacket."", 'Lee: The Russians are coming!', 'Andy: Maybe he has a date after work?', 'Andy: Possibly with a Russian soldier ;)', ""Lee: If I'm not mistaken, he has some sort of a client related presentation."", ""Lee: But it's still weird."", ""Lee: I've been here for almost 5 months and this is the first time I see something like this. :D"", 'Andy: Take pictures and make fun of him in a couple of weeks :P', 'Lee: I should.', 'Lee: Quick picture and post to FB.', 'Andy: The corporate one!', 'Lee: Yeah!', 'Lee: But on a more interesting topic, I went and pre-purchased RoS CE in a temporal break of my brains.', 'Andy: Digital or the ""real"" one?', 'Lee: Digital.', 'Andy: Did it unlock any features already?', 'Lee: Pet for WoW, some decals for SC2.', 'Lee: Pre-ordering opened up a hero in a game not yet released. :D', 'Andy: So basically you got some goodies that you would get anyway by buying it closer to launch date? :P', 'Lee: Yeah, preorder...', 'Lee: Wait, wait! Wings! Wings and a Demon Hunter for Heroes of the Storm.', 'Lee: Although wings not applied yet and I prefer the look of the wings from the original CE.', 'Lee: <file_other>', 'Andy: ""or anyone who redeems a Reaper of Souls retail game key on or before March 31"" - so basically what I said :P', 'Lee: Well yeah but I just took a quick bullet when I still had some money on my account.']",gpt3_finetune,Charles will probably arrive at the train station Vesinet at 5:30 pm. Natacha will pick him up.,SAMSum,"{'Charles will probably arrive at the train station Vesinet at 5:30 pm.': [('at 5:30 pm', 'intrinsic', 'CirE')]}",The client manager suited up. He has a presentation for a client. Lee pre-ordered the digital RoS CE and got extra in-game content: Wings and a Demon Hunter for Heroes of the Storm.
181,"[""Lee: I'm scared and confused. The digital wizard client manager who normally wears only hoodies, just put on a proper dress shirt and a suit jacket."", 'Lee: The Russians are coming!', 'Andy: Maybe he has a date after work?', 'Andy: Possibly with a Russian soldier ;)', ""Lee: If I'm not mistaken, he has some sort of a client related presentation."", ""Lee: But it's still weird."", ""Lee: I've been here for almost 5 months and this is the first time I see something like this. :D"", 'Andy: Take pictures and make fun of him in a couple of weeks :P', 'Lee: I should.', 'Lee: Quick picture and post to FB.', 'Andy: The corporate one!', 'Lee: Yeah!', 'Lee: But on a more interesting topic, I went and pre-purchased RoS CE in a temporal break of my brains.', 'Andy: Digital or the ""real"" one?', 'Lee: Digital.', 'Andy: Did it unlock any features already?', 'Lee: Pet for WoW, some decals for SC2.', 'Lee: Pre-ordering opened up a hero in a game not yet released. :D', 'Andy: So basically you got some goodies that you would get anyway by buying it closer to launch date? :P', 'Lee: Yeah, preorder...', 'Lee: Wait, wait! Wings! Wings and a Demon Hunter for Heroes of the Storm.', 'Lee: Although wings not applied yet and I prefer the look of the wings from the original CE.', 'Lee: <file_other>', 'Andy: ""or anyone who redeems a Reaper of Souls retail game key on or before March 31"" - so basically what I said :P', 'Lee: Well yeah but I just took a quick bullet when I still had some money on my account.']",pegasus,Natacha will pick Charles up at the RER at 5:30 pm. Charles will be at the station Vesinet at 5:30 pm. Charles will call Natacha when he arrives.,SAMSum,"{'Natacha will pick Charles up at the RER at 5:30 pm.': [('5:30 pm', 'intrinsic', 'CirE')], 'Charles will be at the station Vesinet at 5:30 pm.': [('Vesinet', 'intrinsic', 'CirE')]}",The client manager suited up. He has a presentation for a client. Lee pre-ordered the digital RoS CE and got extra in-game content: Wings and a Demon Hunter for Heroes of the Storm.
182,"[""Lee: I'm scared and confused. The digital wizard client manager who normally wears only hoodies, just put on a proper dress shirt and a suit jacket."", 'Lee: The Russians are coming!', 'Andy: Maybe he has a date after work?', 'Andy: Possibly with a Russian soldier ;)', ""Lee: If I'm not mistaken, he has some sort of a client related presentation."", ""Lee: But it's still weird."", ""Lee: I've been here for almost 5 months and this is the first time I see something like this. :D"", 'Andy: Take pictures and make fun of him in a couple of weeks :P', 'Lee: I should.', 'Lee: Quick picture and post to FB.', 'Andy: The corporate one!', 'Lee: Yeah!', 'Lee: But on a more interesting topic, I went and pre-purchased RoS CE in a temporal break of my brains.', 'Andy: Digital or the ""real"" one?', 'Lee: Digital.', 'Andy: Did it unlock any features already?', 'Lee: Pet for WoW, some decals for SC2.', 'Lee: Pre-ordering opened up a hero in a game not yet released. :D', 'Andy: So basically you got some goodies that you would get anyway by buying it closer to launch date? :P', 'Lee: Yeah, preorder...', 'Lee: Wait, wait! Wings! Wings and a Demon Hunter for Heroes of the Storm.', 'Lee: Although wings not applied yet and I prefer the look of the wings from the original CE.', 'Lee: <file_other>', 'Andy: ""or anyone who redeems a Reaper of Souls retail game key on or before March 31"" - so basically what I said :P', 'Lee: Well yeah but I just took a quick bullet when I still had some money on my account.']",structure_aware_bart,Natacha will pick Charles up at the RER at 5:30 pm.,SAMSum,"{'Natacha will pick Charles up at the RER at 5:30 pm.': [('at 5:30 pm', 'intrinsic', 'CirE')]}",The client manager suited up. He has a presentation for a client. Lee pre-ordered the digital RoS CE and got extra in-game content: Wings and a Demon Hunter for Heroes of the Storm.
183,"[""Lee: I'm scared and confused. The digital wizard client manager who normally wears only hoodies, just put on a proper dress shirt and a suit jacket."", 'Lee: The Russians are coming!', 'Andy: Maybe he has a date after work?', 'Andy: Possibly with a Russian soldier ;)', ""Lee: If I'm not mistaken, he has some sort of a client related presentation."", ""Lee: But it's still weird."", ""Lee: I've been here for almost 5 months and this is the first time I see something like this. :D"", 'Andy: Take pictures and make fun of him in a couple of weeks :P', 'Lee: I should.', 'Lee: Quick picture and post to FB.', 'Andy: The corporate one!', 'Lee: Yeah!', 'Lee: But on a more interesting topic, I went and pre-purchased RoS CE in a temporal break of my brains.', 'Andy: Digital or the ""real"" one?', 'Lee: Digital.', 'Andy: Did it unlock any features already?', 'Lee: Pet for WoW, some decals for SC2.', 'Lee: Pre-ordering opened up a hero in a game not yet released. :D', 'Andy: So basically you got some goodies that you would get anyway by buying it closer to launch date? :P', 'Lee: Yeah, preorder...', 'Lee: Wait, wait! Wings! Wings and a Demon Hunter for Heroes of the Storm.', 'Lee: Although wings not applied yet and I prefer the look of the wings from the original CE.', 'Lee: <file_other>', 'Andy: ""or anyone who redeems a Reaper of Souls retail game key on or before March 31"" - so basically what I said :P', 'Lee: Well yeah but I just took a quick bullet when I still had some money on my account.']",condigsum,Natacha will pick Charles up at the RER station Vesinet at 5:30 pm.,SAMSum,"{'Natacha will pick Charles up at the RER station Vesinet at 5:30 pm.': [('the RER station Vesinet', 'intrinsic', 'CirE')]}",The client manager suited up. He has a presentation for a client. Lee pre-ordered the digital RoS CE and got extra in-game content: Wings and a Demon Hunter for Heroes of the Storm.
184,"[""Lee: I'm scared and confused. The digital wizard client manager who normally wears only hoodies, just put on a proper dress shirt and a suit jacket."", 'Lee: The Russians are coming!', 'Andy: Maybe he has a date after work?', 'Andy: Possibly with a Russian soldier ;)', ""Lee: If I'm not mistaken, he has some sort of a client related presentation."", ""Lee: But it's still weird."", ""Lee: I've been here for almost 5 months and this is the first time I see something like this. :D"", 'Andy: Take pictures and make fun of him in a couple of weeks :P', 'Lee: I should.', 'Lee: Quick picture and post to FB.', 'Andy: The corporate one!', 'Lee: Yeah!', 'Lee: But on a more interesting topic, I went and pre-purchased RoS CE in a temporal break of my brains.', 'Andy: Digital or the ""real"" one?', 'Lee: Digital.', 'Andy: Did it unlock any features already?', 'Lee: Pet for WoW, some decals for SC2.', 'Lee: Pre-ordering opened up a hero in a game not yet released. :D', 'Andy: So basically you got some goodies that you would get anyway by buying it closer to launch date? :P', 'Lee: Yeah, preorder...', 'Lee: Wait, wait! Wings! Wings and a Demon Hunter for Heroes of the Storm.', 'Lee: Although wings not applied yet and I prefer the look of the wings from the original CE.', 'Lee: <file_other>', 'Andy: ""or anyone who redeems a Reaper of Souls retail game key on or before March 31"" - so basically what I said :P', 'Lee: Well yeah but I just took a quick bullet when I still had some money on my account.']",bart,Natacha will pick Charles up at the station Vesinet at 5:30 pm.,SAMSum,"{'Natacha will pick Charles up at the station Vesinet at 5:30 pm.': [('Vesinet', 'intrinsic', 'CirE')]}",The client manager suited up. He has a presentation for a client. Lee pre-ordered the digital RoS CE and got extra in-game content: Wings and a Demon Hunter for Heroes of the Storm.
185,"['Cristina: Hey', 'Cristina: Do you think we can meet up next week to discuss the shoot?', 'Gaya: Yes, I just need to double check my schedule', 'Gaya: If you like we can meet at my studio?', ""Gaya: It's easier"", 'Cristina: Ok', ""Cristina: I'm more free on Wednesday and Friday"", 'Gaya: Ok ;)']",gpt3_finetune,Charles will probably arrive at the train station Vesinet at 5:30 pm. Natacha will pick him up.,SAMSum,"{'Charles will probably arrive at the train station Vesinet at 5:30 pm.': [('at 5:30 pm', 'intrinsic', 'CirE')]}",Gaya and Cristina are going to meet at Gaya's studio to talk about the photoshoot. Cristina prefers Wednesdays and Fridays.
